Segment;Region; Product ; Discount Band ;  Units Sold  ; Manufacturing Price ; Sale Price ; Gross Sales ; Discounts ;   Sales  ;  COGS  ;  Profit  ;Date;Month Number; Month Name ;Year
Government;East Java; Training ; High ;  $2,996.00  ; $3.00 ; $7.00 ; $20,972.00 ; $2,936.08 ;  $18,035.92  ;  $14,980.00  ;  $3,055.92  ;10/01/2022;10; October ;2022
Government;West Java; Training ; High ;  $280.00  ; $3.00 ; $7.00 ; $1,960.00 ; $274.40 ;  $1,685.60  ;  $1,400.00  ;  $285.60  ;12/01/2021;12; December ;2021
Government;Jakarta; Education ; High ;  $293.00  ; $5.00 ; $7.00 ; $2,051.00 ; $287.14 ;  $1,763.86  ;  $1,465.00  ;  $298.86  ;02/01/2021;2; February ;2021
Government;East Java; Education ; High ;  $2,996.00  ; $5.00 ; $7.00 ; $20,972.00 ; $2,936.08 ;  $18,035.92  ;  $14,980.00  ;  $3,055.92  ;10/01/2022;10; October ;2022
Midmarket;West Java; Loan ; High ;  $278.00  ; $10.00 ; $15.00 ; $4,170.00 ; $583.80 ;  $3,586.20  ;  $2,780.00  ;  $806.20  ;02/01/2021;2; February ;2021
Government;Banten; Loan ; High ;  $2,428.00  ; $10.00 ; $20.00 ; $48,560.00 ; $6,798.40 ;  $41,761.60  ;  $24,280.00  ;  $17,481.60  ;03/01/2021;3; March ;2021
Midmarket;East Java; Loan ; High ;  $1,767.00  ; $10.00 ; $15.00 ; $26,505.00 ; $3,710.70 ;  $22,794.30  ;  $17,670.00  ;  $5,124.30  ;09/01/2021;9; September ;2021
Channel Partners;Jakarta; Loan ; High ;  $1,393.00  ; $10.00 ; $12.00 ; $16,716.00 ; $2,340.24 ;  $14,375.76  ;  $4,179.00  ;  $10,196.76  ;10/01/2021;10; October ;2021
Government;West Java; Cloud Computing ; High ;  $280.00  ; $250.00 ; $7.00 ; $1,960.00 ; $274.40 ;  $1,685.60  ;  $1,400.00  ;  $285.60  ;12/01/2021;12; December ;2021
Channel Partners;Jakarta; Project Management  ; High ;  $1,393.00  ; $260.00 ; $12.00 ; $16,716.00 ; $2,340.24 ;  $14,375.76  ;  $4,179.00  ;  $10,196.76  ;10/01/2021;10; October ;2021
Channel Partners;East Java; Project Management  ; High ;  $2,015.00  ; $260.00 ; $12.00 ; $24,180.00 ; $3,385.20 ;  $20,794.80  ;  $6,045.00  ;  $14,749.80  ;12/01/2022;12; December ;2022
Small Business;Yogyakarta; Training ; High ;  $801.00  ; $3.00 ; $300.00 ; $240,300.00 ; $33,642.00 ;  $206,658.00  ;  $200,250.00  ;  $6,408.00  ;07/01/2021;7; July ;2021
Small Business;Banten; Training ; High ;  $1,496.00  ; $3.00 ; $300.00 ; $448,800.00 ; $62,832.00 ;  $385,968.00  ;  $374,000.00  ;  $11,968.00  ;10/01/2021;10; October ;2021
Small Business;East Java; Training ; High ;  $1,010.00  ; $3.00 ; $300.00 ; $303,000.00 ; $42,420.00 ;  $260,580.00  ;  $252,500.00  ;  $8,080.00  ;10/01/2021;10; October ;2021
Midmarket;West Java; Training ; High ;  $1,513.00  ; $3.00 ; $15.00 ; $22,695.00 ; $3,177.30 ;  $19,517.70  ;  $15,130.00  ;  $4,387.70  ;11/01/2021;11; November ;2021
Midmarket;Banten; Training ; High ;  $2,300.00  ; $3.00 ; $15.00 ; $34,500.00 ; $4,830.00 ;  $29,670.00  ;  $23,000.00  ;  $6,670.00  ;12/01/2021;12; December ;2021
Government;Banten; Education ; High ;  $2,227.50  ; $5.00 ; $350.00 ; $779,625.00 ; $109,147.50 ;  $670,477.50  ;  $579,150.00  ;  $91,327.50  ;01/01/2021;1; January ;2021
Government;West Java; Education ; High ;  $1,199.00  ; $5.00 ; $350.00 ; $419,650.00 ; $58,751.00 ;  $360,899.00  ;  $311,740.00  ;  $49,159.00  ;04/01/2021;4; April ;2021
Government;Banten; Education ; High ;  $200.00  ; $5.00 ; $350.00 ; $70,000.00 ; $9,800.00 ;  $60,200.00  ;  $52,000.00  ;  $8,200.00  ;05/01/2021;5; May ;2021
Government;Banten; Education ; High ;  $388.00  ; $5.00 ; $7.00 ; $2,716.00 ; $380.24 ;  $2,335.76  ;  $1,940.00  ;  $395.76  ;09/01/2021;9; September ;2021
Government;Yogyakarta; Education ; High ;  $1,727.00  ; $5.00 ; $7.00 ; $12,089.00 ; $1,692.46 ;  $10,396.54  ;  $8,635.00  ;  $1,761.54  ;10/01/2022;10; October ;2022
Midmarket;Banten; Education ; High ;  $2,300.00  ; $5.00 ; $15.00 ; $34,500.00 ; $4,830.00 ;  $29,670.00  ;  $23,000.00  ;  $6,670.00  ;12/01/2021;12; December ;2021
Government;Yogyakarta; Loan ; High ;  $260.00  ; $10.00 ; $20.00 ; $5,200.00 ; $728.00 ;  $4,472.00  ;  $2,600.00  ;  $1,872.00  ;02/01/2021;2; February ;2021
Midmarket;Banten; Loan ; High ;  $2,470.00  ; $10.00 ; $15.00 ; $37,050.00 ; $5,187.00 ;  $31,863.00  ;  $24,700.00  ;  $7,163.00  ;09/01/2022;9; September ;2022
Midmarket;Banten; Loan ; High ;  $1,743.00  ; $10.00 ; $15.00 ; $26,145.00 ; $3,660.30 ;  $22,484.70  ;  $17,430.00  ;  $5,054.70  ;10/01/2022;10; October ;2022
Channel Partners;East Java; Loan ; High ;  $2,914.00  ; $10.00 ; $12.00 ; $34,968.00 ; $4,895.52 ;  $30,072.48  ;  $8,742.00  ;  $21,330.48  ;10/01/2021;10; October ;2021
Government;Jakarta; Loan ; High ;  $1,731.00  ; $10.00 ; $7.00 ; $12,117.00 ; $1,696.38 ;  $10,420.62  ;  $8,655.00  ;  $1,765.62  ;10/01/2021;10; October ;2021
Government;Banten; Loan ; High ;  $700.00  ; $10.00 ; $350.00 ; $245,000.00 ; $34,300.00 ;  $210,700.00  ;  $182,000.00  ;  $28,700.00  ;11/01/2021;11; November ;2021
Channel Partners;Banten; Loan ; High ;  $2,222.00  ; $10.00 ; $12.00 ; $26,664.00 ; $3,732.96 ;  $22,931.04  ;  $6,666.00  ;  $16,265.04  ;11/01/2022;11; November ;2022
Government;East Java; Loan ; High ;  $1,177.00  ; $10.00 ; $350.00 ; $411,950.00 ; $57,673.00 ;  $354,277.00  ;  $306,020.00  ;  $48,257.00  ;11/01/2021;11; November ;2021
Government;Jakarta; Loan ; High ;  $1,922.00  ; $10.00 ; $350.00 ; $672,700.00 ; $94,178.00 ;  $578,522.00  ;  $499,720.00  ;  $78,802.00  ;11/01/2022;11; November ;2022
Government;East Java; Fashion ; High ;  $606.00  ; $120.00 ; $20.00 ; $12,120.00 ; $1,696.80 ;  $10,423.20  ;  $6,060.00  ;  $4,363.20  ;04/01/2021;4; April ;2021
Small Business;East Java; Fashion ; High ;  $2,460.00  ; $120.00 ; $300.00 ; $738,000.00 ; $103,320.00 ;  $634,680.00  ;  $615,000.00  ;  $19,680.00  ;07/01/2021;7; July ;2021
Small Business;Banten; Fashion ; High ;  $269.00  ; $120.00 ; $300.00 ; $80,700.00 ; $11,298.00 ;  $69,402.00  ;  $67,250.00  ;  $2,152.00  ;10/01/2022;10; October ;2022
Small Business;West Java; Fashion ; High ;  $2,536.00  ; $120.00 ; $300.00 ; $760,800.00 ; $106,512.00 ;  $654,288.00  ;  $634,000.00  ;  $20,288.00  ;11/01/2022;11; November ;2022
Government;Yogyakarta; Cloud Computing ; High ;  $2,903.00  ; $250.00 ; $7.00 ; $20,321.00 ; $2,844.94 ;  $17,476.06  ;  $14,515.00  ;  $2,961.06  ;03/01/2021;3; March ;2021
Small Business;East Java; Cloud Computing ; High ;  $2,541.00  ; $250.00 ; $300.00 ; $762,300.00 ; $106,722.00 ;  $655,578.00  ;  $635,250.00  ;  $20,328.00  ;08/01/2021;8; August ;2021
Small Business;Banten; Cloud Computing ; High ;  $269.00  ; $250.00 ; $300.00 ; $80,700.00 ; $11,298.00 ;  $69,402.00  ;  $67,250.00  ;  $2,152.00  ;10/01/2022;10; October ;2022
Small Business;Banten; Cloud Computing ; High ;  $1,496.00  ; $250.00 ; $300.00 ; $448,800.00 ; $62,832.00 ;  $385,968.00  ;  $374,000.00  ;  $11,968.00  ;10/01/2021;10; October ;2021
Small Business;East Java; Cloud Computing ; High ;  $1,010.00  ; $250.00 ; $300.00 ; $303,000.00 ; $42,420.00 ;  $260,580.00  ;  $252,500.00  ;  $8,080.00  ;10/01/2021;10; October ;2021
Government;Jakarta; Cloud Computing ; High ;  $1,281.00  ; $250.00 ; $350.00 ; $448,350.00 ; $62,769.00 ;  $385,581.00  ;  $333,060.00  ;  $52,521.00  ;12/01/2022;12; December ;2022
Small Business;Banten; Project Management  ; High ;  $888.00  ; $260.00 ; $300.00 ; $266,400.00 ; $37,296.00 ;  $229,104.00  ;  $222,000.00  ;  $7,104.00  ;03/01/2021;3; March ;2021
Channel Partners;Jakarta; Project Management  ; High ;  $2,475.00  ; $260.00 ; $12.00 ; $29,700.00 ; $4,158.00 ;  $25,542.00  ;  $7,425.00  ;  $18,117.00  ;08/01/2021;8; August ;2021
Midmarket;Banten; Project Management  ; High ;  $1,743.00  ; $260.00 ; $15.00 ; $26,145.00 ; $3,660.30 ;  $22,484.70  ;  $17,430.00  ;  $5,054.70  ;10/01/2022;10; October ;2022
Channel Partners;East Java; Project Management  ; High ;  $2,914.00  ; $260.00 ; $12.00 ; $34,968.00 ; $4,895.52 ;  $30,072.48  ;  $8,742.00  ;  $21,330.48  ;10/01/2021;10; October ;2021
Government;Jakarta; Project Management  ; High ;  $1,731.00  ; $260.00 ; $7.00 ; $12,117.00 ; $1,696.38 ;  $10,420.62  ;  $8,655.00  ;  $1,765.62  ;10/01/2021;10; October ;2021
Government;Yogyakarta; Project Management  ; High ;  $1,727.00  ; $260.00 ; $7.00 ; $12,089.00 ; $1,692.46 ;  $10,396.54  ;  $8,635.00  ;  $1,761.54  ;10/01/2022;10; October ;2022
Midmarket;Yogyakarta; Project Management  ; High ;  $1,870.00  ; $260.00 ; $15.00 ; $28,050.00 ; $3,927.00 ;  $24,123.00  ;  $18,700.00  ;  $5,423.00  ;11/01/2022;11; November ;2022
Small Business;Yogyakarta; Education ; High ;  $546.00  ; $5.00 ; $300.00 ; $163,800.00 ; $24,570.00 ;  $139,230.00  ;  $136,500.00  ;  $2,730.00  ;10/01/2021;10; October ;2021
Government;West Java; Loan ; High ;  $1,158.00  ; $10.00 ; $20.00 ; $23,160.00 ; $3,474.00 ;  $19,686.00  ;  $11,580.00  ;  $8,106.00  ;03/01/2021;3; March ;2021
Midmarket;Banten; Loan ; High ;  $1,614.00  ; $10.00 ; $15.00 ; $24,210.00 ; $3,631.50 ;  $20,578.50  ;  $16,140.00  ;  $4,438.50  ;04/01/2021;4; April ;2021
Government;Yogyakarta; Loan ; High ;  $2,535.00  ; $10.00 ; $7.00 ; $17,745.00 ; $2,661.75 ;  $15,083.25  ;  $12,675.00  ;  $2,408.25  ;04/01/2021;4; April ;2021
Government;Yogyakarta; Loan ; High ;  $2,851.00  ; $10.00 ; $350.00 ; $997,850.00 ; $149,677.50 ;  $848,172.50  ;  $741,260.00  ;  $106,912.50  ;05/01/2021;5; May ;2021
Midmarket;Banten; Loan ; High ;  $2,559.00  ; $10.00 ; $15.00 ; $38,385.00 ; $5,757.75 ;  $32,627.25  ;  $25,590.00  ;  $7,037.25  ;08/01/2021;8; August ;2021
Government;East Java; Loan ; High ;  $267.00  ; $10.00 ; $20.00 ; $5,340.00 ; $801.00 ;  $4,539.00  ;  $2,670.00  ;  $1,869.00  ;10/01/2022;10; October ;2022
Midmarket;West Java; Loan ; High ;  $1,175.00  ; $10.00 ; $15.00 ; $17,625.00 ; $2,643.75 ;  $14,981.25  ;  $11,750.00  ;  $3,231.25  ;10/01/2021;10; October ;2021
Government;East Java; Loan ; High ;  $2,007.00  ; $10.00 ; $350.00 ; $702,450.00 ; $105,367.50 ;  $597,082.50  ;  $521,820.00  ;  $75,262.50  ;11/01/2022;11; November ;2022
Government;Yogyakarta; Loan ; High ;  $2,151.00  ; $10.00 ; $350.00 ; $752,850.00 ; $112,927.50 ;  $639,922.50  ;  $559,260.00  ;  $80,662.50  ;11/01/2022;11; November ;2022
Channel Partners;East Java; Loan ; High ;  $914.00  ; $10.00 ; $12.00 ; $10,968.00 ; $1,645.20 ;  $9,322.80  ;  $2,742.00  ;  $6,580.80  ;12/01/2021;12; December ;2021
Government;Jakarta; Loan ; High ;  $293.00  ; $10.00 ; $20.00 ; $5,860.00 ; $879.00 ;  $4,981.00  ;  $2,930.00  ;  $2,051.00  ;12/01/2021;12; December ;2021
Channel Partners;Yogyakarta; Fashion ; High ;  $500.00  ; $120.00 ; $12.00 ; $6,000.00 ; $900.00 ;  $5,100.00  ;  $1,500.00  ;  $3,600.00  ;03/01/2021;3; March ;2021
Midmarket;Jakarta; Fashion ; High ;  $2,826.00  ; $120.00 ; $15.00 ; $42,390.00 ; $6,358.50 ;  $36,031.50  ;  $28,260.00  ;  $7,771.50  ;05/01/2021;5; May ;2021
Small Business;East Java; Fashion ; High ;  $2,574.00  ; $120.00 ; $300.00 ; $772,200.00 ; $115,830.00 ;  $656,370.00  ;  $643,500.00  ;  $12,870.00  ;11/01/2022;11; November ;2022
Channel Partners;East Java; Fashion ; High ;  $914.00  ; $120.00 ; $12.00 ; $10,968.00 ; $1,645.20 ;  $9,322.80  ;  $2,742.00  ;  $6,580.80  ;12/01/2021;12; December ;2021
Government;Banten; Cloud Computing ; High ;  $865.50  ; $250.00 ; $20.00 ; $17,310.00 ; $2,596.50 ;  $14,713.50  ;  $8,655.00  ;  $6,058.50  ;07/01/2021;7; July ;2021
Midmarket;West Java; Cloud Computing ; High ;  $492.00  ; $250.00 ; $15.00 ; $7,380.00 ; $1,107.00 ;  $6,273.00  ;  $4,920.00  ;  $1,353.00  ;07/01/2021;7; July ;2021
Government;East Java; Cloud Computing ; High ;  $267.00  ; $250.00 ; $20.00 ; $5,340.00 ; $801.00 ;  $4,539.00  ;  $2,670.00  ;  $1,869.00  ;10/01/2022;10; October ;2022
Midmarket;West Java; Cloud Computing ; High ;  $1,175.00  ; $250.00 ; $15.00 ; $17,625.00 ; $2,643.75 ;  $14,981.25  ;  $11,750.00  ;  $3,231.25  ;10/01/2021;10; October ;2021
Government;Jakarta; Cloud Computing ; High ;  $293.00  ; $250.00 ; $20.00 ; $5,860.00 ; $879.00 ;  $4,981.00  ;  $2,930.00  ;  $2,051.00  ;12/01/2021;12; December ;2021
Small Business;Jakarta; Project Management  ; High ;  $2,475.00  ; $260.00 ; $300.00 ; $742,500.00 ; $111,375.00 ;  $631,125.00  ;  $618,750.00  ;  $12,375.00  ;03/01/2021;3; March ;2021
Small Business;Yogyakarta; Project Management  ; High ;  $546.00  ; $260.00 ; $300.00 ; $163,800.00 ; $24,570.00 ;  $139,230.00  ;  $136,500.00  ;  $2,730.00  ;10/01/2021;10; October ;2021
Government;Yogyakarta; Education ; High ;  $1,368.00  ; $5.00 ; $7.00 ; $9,576.00 ; $1,436.40 ;  $8,139.60  ;  $6,840.00  ;  $1,299.60  ;02/01/2021;2; February ;2021
Government;Banten; Loan ; High ;  $723.00  ; $10.00 ; $7.00 ; $5,061.00 ; $759.15 ;  $4,301.85  ;  $3,615.00  ;  $686.85  ;04/01/2021;4; April ;2021
Channel Partners;East Java; Cloud Computing ; High ;  $1,806.00  ; $250.00 ; $12.00 ; $21,672.00 ; $3,250.80 ;  $18,421.20  ;  $5,418.00  ;  $13,003.20  ;05/01/2021;5; May ;2021
